Summary,Season,Wedding_destination,Guest,Location,Describing_words,Priority_1,Priority_2,Priority_3,Estimate,Attire_Accessories,Beauty_spa,Entertainment,Flowers_Decorations,Gifts,invitations,Photography,Planner,venue_Catering_rental,Guest_number,range_start,range_end,Cost_per_person,Total_Estimate
How much does a summer wedding in Fairfield CT with 150 to 200 guests cost? The wedding is at a farm or barn. The type of wedding is Fun Rustic Unique. The wedding color theme is Greens. The estimated cost for this wedding is $36977.,Summer Wedding,Fairfield CT,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $211 to the total amount spent.,a farm or barn,Greens,None,None,None,36977,2952,577,321,336,1744,6842,2077,3064,741,175,0,200,211,55631
How much does a fall wedding in Des Plaines  with 150 to 200 guests cost? The wedding is at an event facility. The type of wedding is Casual Simple Farm/Barn. The wedding color theme is Other. The estimated cost for this wedding is $28287.,Fall Wedding,Des Plaines,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $162 to the total amount spent.,an event facility,Other,None,None,None,28287,1974,547,156,959,6041,10460,2674,723,574,175,0,200,162,52395
How much does a summer wedding in Staten Island NY with 150 to 200 guests cost? The wedding is at a country club or golf course. The type of wedding is Formal Rustic Experience. The wedding color theme is Black. The estimated cost for this wedding is $47948.,Summer Wedding,Staten Island NY,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $274 to the total amount spent.,a country club or golf course,Black,None,None,None,47948,3681,694,252,334,2566,11795,2463,3584,906,175,0,200,274,74223
How much does a summer wedding in Wanaque NJ with more than 300 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Elegant Formal Romantic. The wedding color theme is Gold. The estimated cost for this wedding is $120965.,Summer Wedding,Wanaque NJ,This estimate is based on having 400 guests with a range of more than 300 guests. Adding a single guest will likely add $302 to the total amount spent.,a church or other place of worship,Elegant Formal Romantic,Attire & Accessories (Wedding Dress Suit etc.),Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,120965,7247,2257,348,334,11059,37481,8322,7620,3306,400,0,300,302,198939
How much does a spring wedding in Kenmore WA with 25 to 50 guests cost? The wedding is at a banquet hall. The type of wedding is Elegant Simple Traditional. The wedding color theme is Greens. The estimated cost for this wedding is $26104.,Spring Wedding,Kenmore WA,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $687 to the total amount spent.,a banquet hall,Greens,None,None,None,26104,3697,120,303,320,1205,2095,425,1774,152,38,0,50,687,36195
How much does a spring wedding in Delray Beach FL with 200 to 300 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Beach Formal Simple. The wedding color theme is Blues. The estimated cost for this wedding is $46820.,Spring Wedding,Delray Beach FL,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $187 to the total amount spent.,a church or other place of worship,Beach Formal Simple,Event Location/Venue,Photography & Video,Transportation,46820,2598,1045,185,264,1023,15103,3863,3893,1359,250,0,300,187,76153
How much does a summer wedding in Parkton MD with 100 to 150 guests cost? The wedding is at a farm or barn. The type of wedding is Fun Garden Simple. The wedding color theme is Blues. The estimated cost for this wedding is $28645.,Summer Wedding,Parkton MD,This estimate is based on having 125 guests with a range of 100 to 150 guests. Adding a single guest will likely add $229 to the total amount spent.,a farm or barn,Blues,None,None,None,28645,3796,376,120,321,5132,10740,3216,501,397,125,0,150,229,53244
How much does a fall wedding in Savannah GA with 50 to 100 guests cost? The type of wedding is Fun Garden Simple. The wedding color theme is Greens. The estimated cost for this wedding is $27053.,Fall Wedding,Savannah GA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $361 to the total amount spent.,Greens,None,None,None,None,27053,1981,216,240,272,933,3654,766,1781,503,75,0,100,361,37399
How much does a fall wedding in Newport RI with 200 to 300 guests cost? The wedding is at an event facility. The type of wedding is Beach Fun Simple. The wedding color theme is Other. The estimated cost for this wedding is $55817.,Fall Wedding,Newport RI,This estimate is based on having 250 guests with a range of 200 to 300 guests. Adding a single guest will likely add $223 to the total amount spent.,an event facility,Other,None,None,None,55817,2330,1026,217,317,1174,17084,3690,4291,1417,250,0,300,223,87363
How much does a summer wedding in Athens AL with 25 to 50 guests cost? The wedding is at an event facility. The type of wedding is Fun Unique. The wedding color theme is Silver. The estimated cost for this wedding is $10861.,Summer Wedding,Athens AL,This estimate is based on having 38 guests with a range of 25 to 50 guests. Adding a single guest will likely add $286 to the total amount spent.,an event facility,Silver,None,None,None,10861,2165,131,153,365,1018,2752,1451,145,107,38,0,50,286,19148
How much does a summer wedding in Phippsburg ME with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Destination Fun Intimate. The wedding color theme is Blues. The estimated cost for this wedding is $27158.,Summer Wedding,Phippsburg ME,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $362 to the total amount spent.,an event facility,Blues,None,None,None,27158,185,321,304,4859,5316,6639,1143,274,357,75,0,100,362,46556
How much does a fall wedding in Charleston SC with 50 to 100 guests cost? The wedding is at a country club or golf course. The type of wedding is Casual Fun Intimate. The wedding color theme is Greens. The estimated cost for this wedding is $26877.,Fall Wedding,Charleston SC,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $358 to the total amount spent.,a country club or golf course,Greens,None,None,None,26877,2077,243,236,266,989,4007,879,1838,353,75,0,100,358,37765
How much does a summer wedding with 150 to 200 guests cost? The type of wedding is Garden Romantic Rustic. The wedding color theme is Champagne. The estimated cost for this wedding is $36991.,Summer Wedding,None specified,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $211 to the total amount spent.,Champagne,None,None,None,None,36991,1952,575,253,273,977,9155,1927,2447,783,175,0,200,211,55333
How much does a summer wedding in Chicago IL with 50 to 100 guests cost? The wedding is at a church or other place of worship. The type of wedding is Simple Traditional Intimate. The wedding color theme is Ivory. The estimated cost for this wedding is $16147.,Summer Wedding,Chicago IL,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $215 to the total amount spent.,a church or other place of worship,Ivory,None,None,None,16147,2432,185,3418,697,712,167,5314,730,2139,75,0,100,215,31941
How much does a summer wedding in Chicago IL with 150 to 200 guests cost? The type of wedding is Romantic Traditional Farm/Barn. The wedding color theme is Black. The estimated cost for this wedding is $32184.,Summer Wedding,Chicago IL,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $184 to the total amount spent.,Black,None,None,None,None,32184,1418,566,106,271,1281,9375,1984,3145,1093,175,0,200,184,51423
How much does a fall wedding in Dahlonega GA with 50 to 100 guests cost? The wedding is at an event facility. The type of wedding is Elegant Modern Intimate. The wedding color theme is Oranges. The estimated cost for this wedding is $19404.,Fall Wedding,Dahlonega GA,This estimate is based on having 75 guests with a range of 50 to 100 guests. Adding a single guest will likely add $259 to the total amount spent.,an event facility,Oranges,None,None,None,19404,1908,266,228,883,2701,3923,1968,226,352,75,0,100,259,31859
How much does a spring wedding in Virginia Beach VA with 150 to 200 guests cost? The ceremony is at a church or other place of worship and reception is at a country club or golf course. The type of wedding is Elegant Romantic Modern. The wedding color theme is Champagne. The estimated cost for this wedding is $59929.,Spring Wedding,Virginia Beach VA,This estimate is based on having 175 guests with a range of 150 to 200 guests. Adding a single guest will likely add $342 to the total amount spent.,a church or other place of worship,Elegant Romantic Modern,Entertainment (DJ Live Band Musician/s etc.),Event Food Service Catering Bar Service,Event Location/Venue,59929,3612,725,207,281,3683,11532,2538,3564,843,175,0,200,342,86914
How much does a spring wedding in Dublin OH with more than 300 guests cost? The ceremony is at a church or other place of worship and reception is at a banquet hall. The type of wedding is Elegant Romantic Unique. The wedding color theme is Gold. The estimated cost for this wedding is $107751.,Spring Wedding,Dublin OH,This estimate is based on having 400 guests with a range of more than 300 guests. Adding a single guest will likely add $269 to the total amount spent.,a church or other place of worship,Elegant Romantic Unique,Attire & Accessories (Wedding Dress Suit etc.),Event Location/Venue,Jewelry (Rings and Other Jewelry),107751,3948,1992,250,259,6128,28746,7356,6419,2876,400,0,300,269,165725
How much does a summer wedding in Colorado Springs CO with less than 25 guests cost? The wedding is at a country club or golf course. The type of wedding is Romantic Modern. The wedding color theme is Black. The estimated cost for this wedding is $18709.,Summer Wedding,Colorado Springs CO,This estimate is based on having 15 guests with a range of less than 25 guests. Adding a single guest will likely add $1247 to the total amount spent.,a country club or golf course,Black,None,None,None,18709,2356,50,268,286,1692,534,172,1515,65,15,0,25,1247,25647
